invc_code,dispatch_revenue,artb_sales_amt,artb_tax_amt,artb_total,difference
1483867,7025.02,7274.52,436.47,7710.99,-685.97
1483868,8237.88,8514.38,510.86,9025.24,-787.36
1483869,318.00,394.25,23.66,417.91,-99.91
1483870,3340.00,3436.50,240.56,3677.06,-337.06
1483871,6992.00,7899.00,473.96,8372.96,-1380.96
1483872,3504.00,3624.75,217.49,3842.24,-338.24
1483873,5106.26,5279.26,316.76,5596.02,-489.76
1483874,4075.50,4214.25,252.86,4467.11,-391.61
1483875,15997.50,16549.50,0.00,16549.50,-552.00
1483876,1196.00,1230.25,73.82,1304.07,-108.07
1483877,1587.00,1671.75,0.00,1671.75,-84.75
1483878,2118.76,2343.51,140.61,2484.12,-365.36
1483879,8164.00,8421.50,589.51,9011.01,-847.01
1483880,8136.00,8629.50,517.80,9147.30,-1011.30
1483881,2142.63,2220.13,133.21,2353.34,-210.71
1483882,3020.75,3131.50,187.89,3319.39,-298.64
1483883,2458.75,2545.25,152.72,2697.97,-239.22
1483884,832.50,860.75,51.65,912.40,-79.90
1483885,6436.25,7237.50,434.25,7671.75,-1235.50
1483886,3749.00,4302.75,258.17,4560.92,-811.92
1483887,3340.00,3436.50,240.56,3677.06,-337.06
1483888,1062.00,1062.00,0.00,1062.00,0.00
1483889,582.00,582.00,0.00,582.00,0.00
1483890,2793.00,2885.50,173.13,3058.63,-265.63
1483891,2919.00,3027.75,0.00,3027.75,-108.75
1483892,1020.25,1116.50,66.99,1183.49,-163.24
1483893,2086.00,2242.50,134.55,2377.05,-291.05
1483894,2328.00,2504.50,150.27,2654.77,-326.77
1483895,453.00,554.25,33.26,587.51,-134.51
1483896,1320.00,1485.00,89.10,1574.10,-254.10
1483897,4285.25,4440.25,266.42,4706.67,-421.42
1483898,5010.00,5154.75,360.83,5515.58,-505.58
1483899,3913.01,4197.76,251.87,4449.63,-536.62
1483902,12696.75,13113.00,786.78,13899.78,-1203.03
1483903,3706.50,3941.25,197.20,4138.45,-431.95
1483904,1377.00,1421.25,68.58,1489.83,-112.83
1483905,924.00,1046.25,51.48,1097.73,-173.73
1483906,2244.00,2328.50,108.12,2436.62,-192.62
1483907,1676.75,1723.00,85.79,1808.79,-132.04
1483908,935.00,965.25,47.52,1012.77,-77.77
1483909,2574.50,2895.00,138.51,3033.51,-459.01
1483910,1253.00,1394.25,70.56,1464.81,-211.81
1483911,2450.00,2606.50,130.20,2736.70,-286.70
1483912,1510.50,1613.75,79.23,1692.98,-182.48
1483913,2556.00,2914.50,174.87,3089.37,-533.37
1483914,13260.00,13674.25,663.00,14337.25,-1077.25
1483915,5115.13,5752.13,345.13,6097.26,-982.13
1483916,1260.00,1478.50,69.72,1548.22,-288.22
1483917,1080.00,1276.50,57.60,1334.10,-254.10
1483918,361.00,467.25,18.54,485.79,-124.79
1483919,840.00,840.00,50.40,890.40,-50.40
1483920,82.50,82.50,4.95,87.45,-4.95
1483921,3267.01,3379.76,202.79,3582.55,-315.54
1483922,1391.75,1476.00,70.97,1546.97,-155.22
1483923,3102.50,3289.00,165.76,3454.76,-352.26
1483924,264.00,370.25,12.72,382.97,-118.97
1483925,2764.50,2971.00,178.26,3149.26,-384.76
1483926,144.00,291.25,7.98,299.23,-155.23
1483927,712.00,736.25,36.48,772.73,-60.73
1483928,3230.00,3436.50,171.00,3607.50,-377.50
1483929,1964.76,2242.26,107.45,2349.71,-384.95
1483930,450.00,548.25,23.40,571.65,-121.65
1483931,207.00,344.25,11.16,355.41,-148.41
1483932,2773.75,2965.25,145.43,3110.68,-336.93
1483933,1998.00,2173.50,105.12,2278.62,-280.62
1483934,2210.00,2278.50,112.32,2390.82,-180.82
1483935,1358.50,1575.75,94.55,1670.30,-311.80
1483936,858.00,998.25,59.90,1058.15,-200.15
1483937,5637.52,6334.77,380.09,6714.86,-1077.34
1483938,2698.00,3199.00,191.94,3390.94,-692.94
1483939,540.00,647.25,29.34,676.59,-136.59
1483940,360.00,784.25,37.56,821.81,-461.81
1483941,600.00,600.00,36.00,636.00,-36.00
1483942,1386.00,1565.25,77.22,1642.47,-256.47
1483943,5339.00,5372.00,322.32,5694.32,-355.32
1483944,8236.50,8457.00,401.85,8858.85,-622.35
1483945,8150.00,9299.50,557.97,9857.47,-1707.47
1483946,1980.00,2064.75,95.40,2160.15,-180.15
1483947,2463.75,2615.25,131.63,2746.88,-283.13
1483948,1026.00,1058.25,52.20,1110.45,-84.45
1483949,1665.00,1794.00,107.64,1901.64,-236.64
1483950,1752.75,1799.00,90.35,1889.35,-136.60
1483951,363.38,476.63,28.60,505.23,-141.85
1483952,5019.75,5397.75,323.87,5721.62,-701.87
1483953,2220.00,2476.50,148.59,2625.09,-405.09
1483954,1440.00,1620.50,78.24,1698.74,-258.74
1483955,1440.00,1620.50,78.24,1698.74,-258.74
1483956,2607.50,2694.00,129.15,2823.15,-215.65
1483957,7637.50,8430.75,418.77,8849.52,-1212.02
1483958,800.00,800.00,48.00,848.00,-48.00
1483959,125.00,125.00,0.00,125.00,0.00
1483960,1540.00,1564.75,92.40,1657.15,-117.15
1483961,480.00,480.00,28.80,508.80,-28.80
1483963,2124.50,2266.00,112.47,2378.47,-253.97
1483964,3564.00,3684.75,221.09,3905.84,-341.84
1483965,360.00,466.25,18.48,484.73,-124.73
1483966,329.88,465.38,18.43,483.81,-153.93
1483967,4422.25,4545.00,272.70,4817.70,-395.45
1483968,178.50,310.75,9.15,319.90,-141.40
1483969,1836.00,1900.50,91.44,1991.94,-155.94
1483970,1160.25,1233.50,61.82,1295.32,-135.07
1483971,705.00,733.25,34.50,767.75,-62.75
1483972,346.00,464.25,18.36,482.61,-136.61
1483973,2664.00,2840.50,140.64,2981.14,-317.14
1483974,3900.00,4452.75,267.17,4719.92,-819.92
1483975,858.00,892.25,41.34,933.59,-75.59
1483976,3468.76,3624.01,183.15,3807.16,-338.40
1483977,8668.75,9185.00,463.15,9648.15,-979.40
1483978,3987.50,4054.00,219.76,4273.76,-286.26
1483979,537.00,617.25,27.54,644.79,-107.79
1483980,6390.00,7286.25,353.70,7639.95,-1249.95
1483981,1396.50,1442.75,68.97,1511.72,-115.22
1483982,3528.00,3792.75,182.88,3975.63,-447.63
1483983,8586.00,9283.50,456.84,9740.34,-1154.34
1483984,3097.50,3289.00,164.85,3453.85,-356.35
1483985,7134.75,7365.00,354.38,7719.38,-584.63
1483986,3864.00,5029.00,249.36,5278.36,-1414.36
1483987,1624.50,1670.75,82.65,1753.40,-128.90
1483988,2202.00,2266.50,136.00,2402.50,-200.50
1483989,189.00,321.25,0.00,321.25,-132.25
1483990,5985.00,6368.00,382.08,6750.08,-765.08
1483991,822.50,850.75,41.55,892.30,-69.80
1483992,10296.00,10617.75,514.80,11132.55,-836.55
1483993,4290.00,4418.75,216.84,4635.59,-345.59
1483994,553.00,620.25,37.22,657.47,-104.47
1483995,3523.00,3963.75,237.83,4201.58,-678.58
1483996,9487.54,10657.54,639.45,11296.99,-1809.45
1483997,1644.50,1845.00,110.70,1955.70,-311.20
1483998,2193.75,2264.25,135.86,2400.11,-206.36
1483999,360.00,484.25,19.56,503.81,-143.81
1484000,900.00,958.25,48.00,1006.25,-106.25
1484001,1575.00,1575.00,0.00,1575.00,0.00
1484002,16632.00,17118.75,843.48,17962.23,-1330.23
1484003,9231.00,9892.50,498.78,10391.28,-1160.28
1484004,3266.00,3382.75,160.08,3542.83,-276.83
1484005,2112.50,2415.00,120.51,2535.51,-423.01
1484006,1385.34,1401.84,83.12,1484.96,-99.62
1484007,1920.00,1920.00,115.20,2035.20,-115.20
1484008,560.00,560.00,33.60,593.60,-33.60
1484009,55.00,55.00,3.30,58.30,-3.30
1484010,41.25,41.25,2.48,43.73,-2.48
1484011,240.00,240.00,14.40,254.40,-14.40
1484012,55.00,55.00,3.30,58.30,-3.30
1484013,495.00,495.00,29.70,524.70,-29.70
1484014,1305.00,1305.00,78.30,1383.30,-78.30
1484015,1305.00,1305.00,78.30,1383.30,-78.30
1484016,1195.00,1195.00,71.70,1266.70,-71.70
1484017,4080.00,4080.00,244.80,4324.80,-244.80
1484018,1105.00,1191.25,71.48,1262.73,-157.73
1484019,8865.50,9518.25,571.10,10089.35,-1223.85
1484020,3390.00,3794.75,227.69,4022.44,-632.44
1484021,1425.00,1642.25,114.96,1757.21,-332.21
1484022,582.00,632.25,23.58,655.83,-73.83
1484023,582.00,632.25,23.58,655.83,-73.83
1484024,51209.50,59248.25,0.00,59248.25,-8038.75
1484025,11715.00,12119.25,0.00,12119.25,-404.25
1484026,1200.00,1224.00,0.00,1224.00,-24.00
1484027,5325.00,5958.00,357.48,6315.48,-990.48
1484028,229.50,357.75,21.47,379.22,-149.72
1484029,1960.00,2209.25,132.56,2341.81,-381.81
1484030,2810.00,2914.75,174.89,3089.64,-279.64
1484031,7130.38,7382.88,442.97,7825.85,-695.47
1484032,9629.63,9952.38,597.14,10549.52,-919.89
1484033,10873.64,11240.64,674.44,11915.08,-1041.44
1484034,740.00,748.25,44.90,793.15,-53.15
1484035,11005.50,11704.50,702.27,12406.77,-1401.27
1484036,5010.00,5154.75,360.83,5515.58,-505.58
1484037,5548.00,5733.00,343.98,6076.98,-528.98
1484038,6367.50,6588.75,395.33,6984.08,-616.58
1484039,5863.00,6068.25,364.10,6432.35,-569.35
1484040,1917.00,1987.50,0.00,1987.50,-70.50
1484041,452.50,545.75,38.20,583.95,-131.45
1484042,1738.50,1784.75,107.09,1891.84,-153.34
1484043,1762.25,1922.50,0.50,1923.00,-160.75
1484044,5826.26,6539.01,392.34,6931.35,-1105.09
1484045,4176.00,4499.00,269.94,4768.94,-592.94
1484046,12240.00,12654.25,885.80,13540.05,-1300.05
1484047,720.00,778.25,46.70,824.95,-104.95
1484048,495.00,566.25,33.98,600.23,-105.23
1484049,9576.00,10081.50,0.00,10081.50,-505.50
1484050,550.88,634.38,38.06,672.44,-121.56
1484051,1467.75,1580.50,110.64,1691.14,-223.39
1484052,507.00,608.25,36.50,644.75,-137.75
1484053,3936.00,4224.75,253.49,4478.24,-542.24
1484054,600.00,717.00,43.02,760.02,-160.02
1484055,5043.00,5414.25,324.87,5739.12,-696.12
1484056,5456.26,5639.26,338.36,5977.62,-521.36
1484057,9237.89,9558.64,573.52,10132.16,-894.27
1484058,4175.25,4314.00,258.84,4572.84,-397.59
1484059,7306.02,7563.52,453.81,8017.33,-711.31
1484060,570.50,607.75,36.47,644.22,-73.72
1484061,2058.00,2120.50,127.23,2247.73,-189.73
1484062,918.00,986.25,69.04,1055.29,-137.29
1484063,9136.75,9753.75,682.76,10436.51,-1299.76
1484064,6216.00,6257.25,375.44,6632.69,-416.69
1484065,6153.25,7054.50,423.27,7477.77,-1324.52
1484066,4576.50,4714.25,282.86,4997.11,-420.61
1484067,5010.00,5154.75,360.83,5515.58,-505.58
1484068,1600.00,2425.00,0.00,2425.00,-825.00
1484069,687.50,437.50,0.00,437.50,250.00
1484070,2425.00,2425.00,0.00,2425.00,0.00
1484071,750.00,750.00,0.00,750.00,0.00
1484074,2000.00,2000.00,0.00,2000.00,0.00
1484075,1870.00,1930.50,135.14,2065.64,-195.64
1484076,1480.00,1616.25,96.98,1713.23,-233.23
1484077,15939.00,16425.75,985.55,17411.30,-1472.30
1484078,5112.00,5505.00,330.30,5835.30,-723.30
1484079,3540.00,3981.00,238.86,4219.86,-679.86
1484080,4898.00,5965.00,357.90,6322.90,-1424.90
1484081,11702.50,12070.50,724.23,12794.73,-1092.23
1484082,3018.75,3110.25,217.72,3327.97,-309.22
1484083,1267.50,1358.25,81.50,1439.75,-172.25
1484084,1920.00,2140.50,128.43,2268.93,-348.93
1484085,6642.00,7128.75,427.75,7556.50,-914.50
1484086,4636.51,4801.51,288.09,5089.60,-453.09
1484087,1334.75,1381.00,82.86,1463.86,-129.11
1484088,7378.89,7631.39,457.88,8089.27,-710.38
1484089,15853.63,16389.63,1147.27,17536.90,-1683.27
1484090,2669.50,2762.00,165.72,2927.72,-258.22
1484091,747.50,775.75,46.55,822.30,-74.80
1484092,962.00,970.25,58.22,1028.47,-66.47
1484093,499.50,606.75,36.41,643.16,-143.66
1484094,700.00,782.25,54.76,837.01,-137.01
1484095,3340.00,3436.50,240.56,3677.06,-337.06
1484096,1050.00,1210.50,84.74,1295.24,-245.24
1484097,8618.00,8895.75,533.75,9429.50,-811.50
1484098,588.50,674.75,47.23,721.98,-133.48
1484099,516.00,626.25,26.28,652.53,-136.53
1484100,2314.00,2460.50,123.24,2583.74,-269.74
1484101,565.50,645.75,29.25,675.00,-109.50
1484102,360.00,466.25,18.48,484.73,-124.73
1484103,835.00,883.25,43.50,926.75,-91.75
1484104,1836.00,1900.50,91.44,1991.94,-155.94
1484105,362.00,542.25,19.44,561.69,-199.69
1484106,5775.75,5959.75,287.66,6247.41,-471.66
1484107,682.00,730.25,36.12,766.37,-84.37
1484108,1440.00,1484.25,72.36,1556.61,-116.61
1484109,252.75,372.00,12.83,384.83,-132.08
1484110,3121.88,3325.88,164.81,3490.69,-368.81
1484111,1065.00,1097.25,54.54,1151.79,-86.79
1484112,298.00,374.25,14.76,389.01,-91.01
1484113,11590.00,12627.75,644.40,13272.15,-1682.15
1484114,2762.50,3153.00,189.18,3342.18,-579.68
1484115,6205.00,6374.00,319.28,6693.28,-488.28
1484116,1163.50,1197.75,59.67,1257.42,-93.92
1484117,6840.00,8733.75,436.05,9169.80,-2329.80
1484118,3240.00,3400.50,170.64,3571.14,-331.14
1484119,1070.00,1143.25,59.10,1202.35,-132.35
1484120,469.00,557.25,23.94,581.19,-112.19
1484121,6795.00,7016.25,337.50,7353.75,-558.75
1484122,1026.00,1058.25,52.20,1110.45,-84.45
1484123,364.00,364.00,0.00,364.00,0.00
1484124,2664.00,2936.50,176.19,3112.69,-448.69
1484125,19053.00,20604.00,0.00,20604.00,-1551.00
1484126,1107.00,1139.25,57.06,1196.31,-89.31
1484127,720.00,774.25,36.96,811.21,-91.21
1484128,2040.50,2178.00,109.89,2287.89,-247.39
1484129,6560.00,6721.00,403.28,7124.28,-564.28
1484130,187.50,319.75,0.00,319.75,-132.25
1484131,1062.75,1162.00,69.72,1231.72,-168.97
1484132,2576.00,2798.50,141.72,2940.22,-364.22
1484133,5767.00,6128.25,294.12,6422.37,-655.37
1484134,1184.00,1272.25,61.44,1333.69,-149.69
1484135,3181.75,3429.00,164.21,3593.21,-411.46
1484136,4125.00,4424.75,265.49,4690.24,-565.24
1484137,1069.25,1103.50,54.02,1157.52,-88.27
1484138,740.25,789.00,38.75,827.75,-87.50
1484139,4838.00,5195.50,311.73,5507.23,-669.23
1484140,3002.00,3094.50,150.48,3244.98,-242.98
1484141,2717.00,3037.50,182.25,3219.75,-502.75
1484142,2698.00,3085.00,185.10,3270.10,-572.10
1484143,1644.50,1845.00,110.70,1955.70,-311.20
1484144,1260.00,1445.50,67.74,1513.24,-253.24
1484145,1080.00,1166.25,58.68,1224.93,-144.93
1484146,3078.00,3303.50,198.21,3501.71,-423.71
1484147,3289.00,3405.75,161.46,3567.21,-278.21
1484148,260.00,260.00,15.60,275.60,-15.60
1484149,880.00,880.00,52.80,932.80,-52.80
1484150,540.00,540.00,32.40,572.40,-32.40
1484153,5144.25,5454.00,274.46,5728.46,-584.21
1484154,1517.25,1559.50,77.78,1637.28,-120.03
1484155,7927.50,8554.50,513.27,9067.77,-1140.27
1484156,770.00,928.25,42.60,970.85,-200.85
1484157,1530.00,1574.25,77.76,1652.01,-122.01
1484158,2080.00,2148.50,104.52,2253.02,-173.02
1484159,1836.00,1900.50,91.44,1991.94,-155.94
1484160,803.25,901.50,42.80,944.30,-141.05
1484161,3697.50,3824.25,182.07,4006.32,-308.82
1484162,341.00,429.25,25.76,455.01,-114.01
1484163,268.50,393.75,14.13,407.88,-139.38
1484164,1512.00,1556.25,76.68,1632.93,-120.93
1484165,420.00,526.25,22.08,548.33,-128.33
1484166,3249.00,3341.50,165.30,3506.80,-257.80
1484167,6463.02,6504.27,390.26,6894.53,-431.51
1484168,584.50,642.75,30.87,673.62,-89.12
1484169,697.75,765.00,36.41,801.41,-103.66
1484170,4500.75,4611.00,223.88,4834.88,-334.13
1484171,10782.50,11796.75,602.69,12399.44,-1616.94
1484172,810.00,890.25,44.82,935.07,-125.07
1484173,2667.00,2893.50,147.42,3040.92,-373.92
1484174,1683.00,1790.25,90.72,1880.97,-197.97
1484175,315.00,421.25,15.78,437.03,-122.03
1484176,1543.50,1587.75,78.57,1666.32,-122.82
1484177,2148.00,2212.50,110.16,2322.66,-174.66
1484178,2288.00,2432.50,145.95,2578.45,-290.45
1484179,1339.50,1385.75,65.55,1451.30,-111.80
1484180,3201.50,3522.00,176.13,3698.13,-496.63
1484181,5840.00,6425.25,325.44,6750.69,-910.69
1484182,6946.00,7171.25,345.00,7516.25,-570.25
1484183,9840.00,10081.50,515.52,10597.02,-757.02
1484184,2853.00,3121.50,187.29,3308.79,-455.79
1484185,5329.00,5727.00,275.94,6002.94,-673.94
1484186,1086.25,1116.50,0.50,1117.00,-30.75
1484187,740.25,789.00,38.75,827.75,-87.50
1484188,1316.00,1356.25,66.48,1422.73,-106.73
1484189,5412.00,5808.00,348.48,6156.48,-744.48
1484190,3086.00,3984.50,239.07,4223.57,-1137.57
1484191,4175.00,4624.75,277.49,4902.24,-727.24
1484192,2844.00,2932.50,142.56,3075.06,-231.06
1484193,12443.76,13974.26,838.46,14812.72,-2368.96
1484194,9487.54,10657.54,639.45,11296.99,-1809.45
1484195,1072.50,1200.75,72.05,1272.80,-200.30
1484196,2632.00,2712.50,162.75,2875.25,-243.25
1484197,353.00,459.25,18.06,477.31,-124.31
1484198,1080.00,1240.50,55.44,1295.94,-215.94
1484199,1260.00,1338.25,67.20,1405.45,-145.45
1484200,18655.00,19209.00,1152.54,20361.54,-1706.54
1484201,267.75,267.75,0.00,267.75,0.00
1484202,1357.50,1455.75,73.35,1529.10,-171.60
1484203,570.00,570.00,34.20,604.20,-34.20
1484204,235.00,243.25,14.10,257.35,-22.35
1484205,82.50,82.50,4.95,87.45,-4.95
1484206,570.00,570.00,34.20,604.20,-34.20
1484207,240.00,240.00,14.40,254.40,-14.40
1484208,1001.00,1009.25,60.06,1069.31,-68.31
1484209,54892.39,61038.64,0.00,61038.64,-6146.25
1484210,540.00,725.25,0.00,725.25,-185.25
1484211,1955.00,2144.00,150.08,2294.08,-339.08
1484212,3581.50,3902.00,1.00,3903.00,-321.50
1484213,900.00,983.25,68.83,1052.08,-152.08
1484214,2684.00,2761.50,165.70,2927.20,-243.20
1484215,981.75,1050.50,63.03,1113.53,-131.78
1484216,892.50,980.75,58.85,1039.60,-147.10
1484217,1360.00,1552.25,93.14,1645.39,-285.39
1484218,459.00,557.25,33.44,590.69,-131.69
1484219,852.00,920.25,55.22,975.47,-123.47
1484220,1501.50,1560.00,93.60,1653.60,-152.10
1484221,20376.00,21065.75,1263.95,22329.70,-1953.70
1484222,1526.25,1636.25,98.18,1734.43,-208.18
1484223,3135.76,3281.76,196.91,3478.67,-342.91
1484224,1467.75,1580.50,110.64,1691.14,-223.39
1484225,4650.00,4803.00,288.18,5091.18,-441.18
1484226,2495.50,2574.00,180.18,2754.18,-258.68
1484227,1098.50,1178.25,70.70,1248.95,-150.45
1484228,600.00,709.50,42.57,752.07,-152.07
1484229,2450.50,2525.00,151.51,2676.51,-226.01
1484230,738.00,810.75,48.65,859.40,-121.40
1484231,574.00,665.75,39.95,705.70,-131.70
1484232,15782.78,16315.78,978.95,17294.73,-1511.95
1484233,1545.51,1606.01,96.36,1702.37,-156.86
1484234,4119.63,4257.38,255.44,4512.82,-393.19
1484235,732.50,919.00,55.14,974.14,-241.64
1484236,459.00,539.25,32.36,571.61,-112.61
1484237,648.00,720.25,50.42,770.67,-122.67
1484238,2430.00,2506.50,150.39,2656.89,-226.89
1484239,3340.00,3436.50,240.56,3677.06,-337.06
1484240,894.00,926.25,55.58,981.83,-87.83
1484241,1627.25,1689.75,101.39,1791.14,-163.89
1484242,2425.50,2508.00,150.48,2658.48,-232.98
1484243,1643.50,1756.25,105.38,1861.63,-218.13
1484244,466.25,559.50,24.08,583.58,-117.33
1484245,2672.00,2848.50,141.12,2989.62,-317.62
1484246,1836.00,1900.50,91.44,1991.94,-155.94
1484247,882.50,910.75,45.15,955.90,-73.40
1484248,706.00,730.25,36.12,766.37,-60.37
1484249,420.00,526.25,22.08,548.33,-128.33
1484250,267.75,396.00,14.27,410.27,-142.52
1484251,1115.63,1173.88,0.00,1173.88,-58.25
1484252,410.00,503.25,20.70,523.95,-113.95
1484253,598.13,628.88,30.04,658.92,-60.79
1484254,591.00,635.25,30.42,665.67,-74.67
1484255,1074.00,1106.25,55.08,1161.33,-87.33
1484256,1339.50,1385.75,65.55,1451.30,-111.80
1484257,2546.00,2752.50,129.96,2882.46,-336.46
1484258,3498.00,4402.75,223.08,4625.83,-1127.83
1484259,1805.00,1908.25,96.90,2005.15,-200.15
1484260,352.13,472.13,18.83,490.96,-138.83
1484261,680.00,734.25,34.56,768.81,-88.81
1484262,3146.00,3258.75,154.44,3413.19,-267.19
1484263,185.00,317.25,9.54,326.79,-141.79
1484264,1200.00,1238.25,60.30,1298.55,-98.55
1484265,3249.00,3341.50,165.30,3506.80,-257.80
1484266,10880.00,11266.00,528.00,11794.00,-914.00
1484267,716.00,770.25,36.72,806.97,-90.97
1484268,14427.50,14916.25,710.43,15626.68,-1199.18
1484269,1459.00,1581.50,74.10,1655.60,-196.60
1484270,350.00,456.25,27.38,483.63,-133.63
1484271,658.00,702.25,34.44,736.69,-78.69
1484272,658.00,682.25,33.24,715.49,-57.49
1484273,2400.50,2483.25,121.41,2604.66,-204.16
1484274,4563.00,4695.75,281.75,4977.50,-414.50
1484275,1253.00,1289.25,64.26,1353.51,-100.51
1484276,1896.00,1960.50,95.04,2055.54,-159.54
1484277,3827.88,4304.63,258.28,4562.91,-735.03
1484278,1144.00,1280.25,76.82,1357.07,-213.07
1484279,858.00,962.25,57.74,1019.99,-161.99
1484280,7496.51,7725.76,463.55,8189.31,-692.80
1484281,900.00,928.25,46.20,974.45,-74.45
1484282,1620.00,1732.50,83.16,1815.66,-195.66
1484283,1080.00,1148.25,57.60,1205.85,-125.85
1484284,1637.25,1682.50,83.81,1766.31,-129.06
1484285,178.50,190.75,0.00,190.75,-12.25
1484286,1380.00,1380.00,0.00,1380.00,0.00
1484287,285.00,285.00,17.10,302.10,-17.10
1484288,40.00,40.00,2.40,42.40,-2.40
1484289,11680.00,12074.25,0.00,12074.25,-394.25
1484290,75667.77,85758.52,0.00,85758.52,-10090.75
1484291,1190.00,1226.25,85.84,1312.09,-122.09
1484292,565.50,645.75,29.25,675.00,-109.50
1484293,942.50,1030.75,61.85,1092.60,-150.10
1484294,995.00,1058.25,63.50,1121.75,-126.75
1484295,362.00,468.25,28.10,496.35,-134.35
1484296,2592.50,2670.00,160.20,2830.20,-237.70
1484297,428.75,554.50,33.27,587.77,-159.02
1484298,3097.50,3479.25,208.76,3688.01,-590.51
1484299,663.25,730.50,0.00,730.50,-67.25
1484300,593.25,692.00,41.52,733.52,-140.27
1484301,12008.00,15578.25,934.70,16512.95,-4504.95
1484302,175.00,307.25,18.44,325.69,-150.69
1484303,2240.00,2494.50,149.67,2644.17,-404.17
1484304,1605.50,1651.75,99.11,1750.86,-145.36
1484305,1557.00,1664.25,99.86,1764.11,-207.11
1484306,9648.63,9971.38,598.28,10569.66,-921.03
1484307,1831.25,1897.75,113.87,2011.62,-180.37
1484308,1364.25,1414.75,84.89,1499.64,-135.39
1484309,1064.00,1100.25,66.02,1166.27,-102.27
1484310,501.00,539.25,37.75,577.00,-76.00
1484311,3281.25,3504.00,210.24,3714.24,-432.99
1484312,1515.25,1618.50,97.11,1715.61,-200.36
1484313,819.50,849.75,50.99,900.74,-81.24
1484314,1643.50,1756.25,105.38,1861.63,-218.13
1484315,1260.00,1260.00,0.00,1260.00,0.00
1484316,52818.75,59865.75,0.00,59865.75,-7047.00
1484317,850.00,878.25,61.48,939.73,-89.73
1484318,832.50,900.75,54.05,954.80,-122.30
1484319,1662.50,1708.75,102.53,1811.28,-148.78
1484320,1050.00,1160.25,69.62,1229.87,-179.87
1484321,525.00,605.25,36.32,641.57,-116.57
1484322,672.00,724.25,43.46,767.71,-95.71
1484323,3832.50,4007.25,240.44,4247.69,-415.19
1484324,2062.50,2216.50,132.99,2349.49,-286.99
1484325,920.00,1026.00,61.56,1087.56,-167.56
1484326,6398.63,6582.63,394.96,6977.59,-578.96
1484327,9764.77,10108.77,606.53,10715.30,-950.53
1484328,3793.50,3926.25,235.58,4161.83,-368.33
1484329,13693.26,14153.76,849.23,15002.99,-1309.73
1484330,4797.01,4962.01,297.72,5259.73,-462.72
1484331,6837.00,7050.25,423.02,7473.27,-636.27
1484332,3033.00,3121.50,187.29,3308.79,-275.79
1484333,1416.00,2320.25,162.42,2482.67,-1066.67
1484334,2227.50,2299.00,160.93,2459.93,-232.43
1484335,1422.00,1466.25,87.98,1554.23,-132.23
1484336,1662.50,1775.25,106.52,1881.77,-219.27
1484337,3340.00,3436.50,240.56,3677.06,-337.06
1484338,7713.13,7967.63,478.06,8445.69,-732.56
1484339,5434.00,5627.25,337.64,5964.89,-530.89
1484340,7614.75,7877.25,472.64,8349.89,-735.14
1484341,6945.75,7176.00,430.56,7606.56,-660.81
1484342,2310.00,2382.50,142.95,2525.45,-215.45
1484372,2379.00,2447.50,122.46,2569.96,-190.96
1484373,742.50,800.25,39.42,839.67,-97.17
1484374,529.50,609.75,27.09,636.84,-107.34
1484375,1071.00,1127.25,56.34,1183.59,-112.59
1484376,1338.75,1422.00,71.33,1493.33,-154.58
1484377,531.25,787.00,37.73,824.73,-293.48
1484378,7335.00,8366.25,501.98,8868.23,-1533.23
1484379,18769.00,21495.75,1035.72,22531.47,-3762.47
1484380,185.00,317.25,9.54,326.79,-141.79
1484381,832.50,1032.00,42.93,1074.93,-242.43
1484382,2975.00,3059.50,151.98,3211.48,-236.48
1484383,1504.50,1580.75,79.05,1659.80,-155.30
1484384,604.00,682.25,40.94,723.19,-119.19
1484385,2625.00,2986.50,151.20,3137.70,-512.70
1484386,973.00,1072.25,51.24,1123.49,-150.49
1484387,450.00,566.25,24.48,590.73,-140.73
1484388,1026.00,1058.25,52.20,1110.45,-84.45
1484389,327.00,433.25,16.50,449.75,-122.75
1484390,1729.00,1775.25,88.92,1864.17,-135.17
1484391,1242.50,1278.75,63.63,1342.38,-99.88
1484392,875.00,903.25,44.70,947.95,-72.95
1484393,1316.00,1356.25,81.38,1437.63,-121.63
1484394,1228.38,1314.13,64.40,1378.53,-150.15
1484395,13125.00,13863.75,658.13,14521.88,-1396.88
1484396,852.00,956.25,57.38,1013.63,-161.63
1484397,822.50,875.75,43.05,918.80,-96.30
1484398,316.00,422.25,25.34,447.59,-131.59
1484399,346.00,414.25,18.96,433.21,-87.21
1484400,1461.50,1506.75,73.26,1580.01,-118.51
1484401,1358.50,1518.75,91.13,1609.88,-251.38
1484402,1001.00,1121.25,67.28,1188.53,-187.53
1484403,2176.50,2319.00,139.14,2458.14,-281.64
1484404,720.00,774.25,36.96,811.21,-91.21
1484405,1080.00,1148.25,57.60,1205.85,-125.85
1484406,900.00,928.25,46.20,974.45,-74.45
1484407,1700.50,1738.50,87.21,1825.71,-125.21
1484408,3864.00,3972.75,238.37,4211.12,-347.12
1484409,1432.00,1472.25,88.34,1560.59,-128.59
1484410,1462.50,1614.75,80.19,1694.94,-232.44
1484411,363.00,371.25,21.78,393.03,-30.03
1484412,240.00,240.00,14.40,254.40,-14.40
1484413,720.00,720.00,43.20,763.20,-43.20
1484414,1296.00,1296.00,77.76,1373.76,-77.76
1484415,1305.00,1305.00,78.30,1383.30,-78.30
