invc_code,dispatch_revenue,ar_total,difference
1484114,2762.50,3342.18,-579.68
1484115,6205.00,6693.28,-488.28
1484116,1163.50,1257.42,-93.92
1484117,6840.00,9169.80,-2329.80
1484118,3240.00,3571.14,-331.14
1484119,1070.00,1202.35,-132.35
1484120,469.00,581.19,-112.19
1484121,6795.00,7353.75,-558.75
1484122,1026.00,1110.45,-84.45
1484123,364.00,364.00,0.00
1484124,2664.00,3112.69,-448.69
1484125,19053.00,20604.00,-1551.00
1484126,1107.00,1196.31,-89.31
1484127,720.00,811.21,-91.21
1484128,2040.50,2287.89,-247.39
1484129,6560.00,7124.28,-564.28
1484130,187.50,319.75,-132.25
1484131,1062.75,1231.72,-168.97
1484132,2576.00,2940.22,-364.22
1484133,5767.00,6422.37,-655.37
1484134,1184.00,1333.69,-149.69
1484135,3181.75,3593.21,-411.46
1484136,4125.00,4690.24,-565.24
1484137,1069.25,1157.52,-88.27
1484138,740.25,827.75,-87.50
1484139,4838.00,5507.23,-669.23
1484140,3002.00,3244.98,-242.98
1484141,2717.00,3219.75,-502.75
1484142,2698.00,3270.10,-572.10
1484143,1644.50,1955.70,-311.20
1484144,1260.00,1513.24,-253.24
1484145,1080.00,1224.93,-144.93
1484146,3078.00,3501.71,-423.71
1484147,3289.00,3567.21,-278.21
1484148,260.00,275.60,-15.60
1484149,880.00,932.80,-52.80
1484150,540.00,572.40,-32.40
1484153,5144.25,5728.46,-584.21
1484154,1517.25,1637.28,-120.03
1484155,7927.50,9067.77,-1140.27
1484156,770.00,970.85,-200.85
1484157,1530.00,1652.01,-122.01
1484158,2080.00,2253.02,-173.02
1484159,1836.00,1991.94,-155.94
1484160,803.25,944.30,-141.05
1484161,3697.50,4006.32,-308.82
1484162,341.00,455.01,-114.01
1484163,268.50,407.88,-139.38
1484164,1512.00,1632.93,-120.93
1484165,420.00,548.33,-128.33
1484166,3249.00,3506.80,-257.80
1484167,6463.02,6894.53,-431.51
1484168,584.50,673.62,-89.12
1484169,697.75,801.41,-103.66
1484170,4500.75,4834.88,-334.13
1484171,10782.50,12399.44,-1616.94
1484172,810.00,935.07,-125.07
1484173,2667.00,3040.92,-373.92
1484174,1683.00,1880.97,-197.97
1484175,315.00,437.03,-122.03
1484176,1543.50,1666.32,-122.82
1484177,2148.00,2322.66,-174.66
1484178,2288.00,2578.45,-290.45
1484179,1339.50,1451.30,-111.80
1484180,3201.50,3698.13,-496.63
1484181,5840.00,6750.69,-910.69
1484182,6946.00,7516.25,-570.25
1484183,9840.00,10597.02,-757.02
1484184,2853.00,3308.79,-455.79
1484185,5329.00,6002.94,-673.94
1484186,1086.25,1117.00,-30.75
1484187,740.25,827.75,-87.50
1484188,1316.00,1422.73,-106.73
1484189,5412.00,6156.48,-744.48
1484190,3086.00,4223.57,-1137.57
1484191,4175.00,4902.24,-727.24
1484192,2844.00,3075.06,-231.06
1484193,12443.76,14812.72,-2368.96
1484194,9487.54,11296.99,-1809.45
1484195,1072.50,1272.80,-200.30
1484196,2632.00,2875.25,-243.25
1484197,353.00,477.31,-124.31
1484198,1080.00,1295.94,-215.94
1484199,1260.00,1405.45,-145.45
1484200,18655.00,20361.54,-1706.54
1484201,267.75,267.75,0.00
1484202,1357.50,1529.10,-171.60
1484203,570.00,604.20,-34.20
1484204,235.00,257.35,-22.35
1484205,82.50,87.45,-4.95
1484206,570.00,604.20,-34.20
1484207,240.00,254.40,-14.40
1484208,1001.00,1069.31,-68.31
1484209,54892.39,61038.64,-6146.25
1484210,540.00,725.25,-185.25
1484211,1955.00,2294.08,-339.08
1484212,3581.50,3903.00,-321.50
1484213,900.00,1052.08,-152.08
1484214,2684.00,2927.20,-243.20
1484215,981.75,1113.53,-131.78
1484216,892.50,1039.60,-147.10
1484217,1360.00,1645.39,-285.39
1484218,459.00,590.69,-131.69
1484219,852.00,975.47,-123.47
1484220,1501.50,1653.60,-152.10
1484221,20376.00,22329.70,-1953.70
1484222,1526.25,1734.43,-208.18
1484223,3135.76,3478.67,-342.91
1484224,1467.75,1691.14,-223.39
1484225,4650.00,5091.18,-441.18
1484226,2495.50,2754.18,-258.68
1484227,1098.50,1248.95,-150.45
1484228,600.00,752.07,-152.07
1484229,2450.50,2676.51,-226.01
1484230,738.00,859.40,-121.40
1484231,574.00,705.70,-131.70
1484232,15782.78,17294.73,-1511.95
1484233,1545.51,1702.37,-156.86
1484234,4119.63,4512.82,-393.19
1484235,732.50,974.14,-241.64
1484236,459.00,571.61,-112.61
1484237,648.00,770.67,-122.67
1484238,2430.00,2656.89,-226.89
1484239,3340.00,3677.06,-337.06
1484240,894.00,981.83,-87.83
1484241,1627.25,1791.14,-163.89
1484242,2425.50,2658.48,-232.98
1484243,1643.50,1861.63,-218.13
1484244,466.25,583.58,-117.33
1484245,2672.00,2989.62,-317.62
1484246,1836.00,1991.94,-155.94
1484247,882.50,955.90,-73.40
1484248,706.00,766.37,-60.37
1484249,420.00,548.33,-128.33
1484250,267.75,410.27,-142.52
1484251,1115.63,1173.88,-58.25
1484252,410.00,523.95,-113.95
1484253,598.13,658.92,-60.79
1484254,591.00,665.67,-74.67
1484255,1074.00,1161.33,-87.33
1484256,1339.50,1451.30,-111.80
1484257,2546.00,2882.46,-336.46
1484258,3498.00,4625.83,-1127.83
1484259,1805.00,2005.15,-200.15
1484260,352.13,490.96,-138.83
1484261,680.00,768.81,-88.81
1484262,3146.00,3413.19,-267.19
1484263,185.00,326.79,-141.79
1484264,1200.00,1298.55,-98.55
1484265,3249.00,3506.80,-257.80
1484266,10880.00,11794.00,-914.00
1484267,716.00,806.97,-90.97
1484268,14427.50,15626.68,-1199.18
1484269,1459.00,1655.60,-196.60
1484270,350.00,483.63,-133.63
1484271,658.00,736.69,-78.69
1484272,658.00,715.49,-57.49
1484273,2400.50,2604.66,-204.16
1484274,4563.00,4977.50,-414.50
1484275,1253.00,1353.51,-100.51
1484276,1896.00,2055.54,-159.54
1484277,3827.88,4562.91,-735.03
1484278,1144.00,1357.07,-213.07
1484279,858.00,1019.99,-161.99
1484280,7496.51,8189.31,-692.80
1484281,900.00,974.45,-74.45
1484282,1620.00,1815.66,-195.66
1484283,1080.00,1205.85,-125.85
1484284,1637.25,1766.31,-129.06
1484285,178.50,190.75,-12.25
1484286,1380.00,1380.00,0.00
1484287,285.00,302.10,-17.10
1484288,40.00,42.40,-2.40
1484289,11680.00,12074.25,-394.25
1484290,75667.77,85758.52,-10090.75
1484291,1190.00,1312.09,-122.09
1484292,565.50,675.00,-109.50
1484293,942.50,1092.60,-150.10
1484294,995.00,1121.75,-126.75
1484295,362.00,496.35,-134.35
1484296,2592.50,2830.20,-237.70
1484297,428.75,587.77,-159.02
1484298,3097.50,3688.01,-590.51
1484299,663.25,730.50,-67.25
1484300,593.25,733.52,-140.27
1484301,12008.00,16512.95,-4504.95
1484302,175.00,325.69,-150.69
1484303,2240.00,2644.17,-404.17
1484304,1605.50,1750.86,-145.36
1484305,1557.00,1764.11,-207.11
1484306,9648.63,10569.66,-921.03
1484307,1831.25,2011.62,-180.37
1484308,1364.25,1499.64,-135.39
1484309,1064.00,1166.27,-102.27
1484310,501.00,577.00,-76.00
1484311,3281.25,3714.24,-432.99
1484312,1515.25,1715.61,-200.36
1484313,819.50,900.74,-81.24
1484314,1643.50,1861.63,-218.13
1484315,1260.00,1260.00,0.00
1484316,52818.75,59865.75,-7047.00
1484317,850.00,939.73,-89.73
1484318,832.50,954.80,-122.30
1484319,1662.50,1811.28,-148.78
1484320,1050.00,1229.87,-179.87
1484321,525.00,641.57,-116.57
1484322,672.00,767.71,-95.71
1484323,3832.50,4247.69,-415.19
1484324,2062.50,2349.49,-286.99
1484325,920.00,1087.56,-167.56
1484326,6398.63,6977.59,-578.96
1484327,9764.77,10715.30,-950.53
1484328,3793.50,4161.83,-368.33
1484329,13693.26,15002.99,-1309.73
1484330,4797.01,5259.73,-462.72
1484331,6837.00,7473.27,-636.27
1484332,3033.00,3308.79,-275.79
1484333,1416.00,2482.67,-1066.67
1484334,2227.50,2459.93,-232.43
1484335,1422.00,1554.23,-132.23
1484336,1662.50,1881.77,-219.27
1484337,3340.00,3677.06,-337.06
1484338,7713.13,8445.69,-732.56
1484339,5434.00,5964.89,-530.89
1484340,7614.75,8349.89,-735.14
1484341,6945.75,7606.56,-660.81
1484342,2310.00,2525.45,-215.45
1484372,2379.00,2569.96,-190.96
1484373,742.50,839.67,-97.17
1484374,529.50,636.84,-107.34
1484375,1071.00,1183.59,-112.59
1484376,1338.75,1493.33,-154.58
1484377,531.25,824.73,-293.48
1484378,7335.00,8868.23,-1533.23
1484379,18769.00,22531.47,-3762.47
1484380,185.00,326.79,-141.79
1484381,832.50,1074.93,-242.43
1484382,2975.00,3211.48,-236.48
1484383,1504.50,1659.80,-155.30
1484384,604.00,723.19,-119.19
1484385,2625.00,3137.70,-512.70
1484386,973.00,1123.49,-150.49
1484387,450.00,590.73,-140.73
1484388,1026.00,1110.45,-84.45
1484389,327.00,449.75,-122.75
1484390,1729.00,1864.17,-135.17
1484391,1242.50,1342.38,-99.88
1484392,875.00,947.95,-72.95
1484393,1316.00,1437.63,-121.63
1484394,1228.38,1378.53,-150.15
1484395,13125.00,14521.88,-1396.88
1484396,852.00,1013.63,-161.63
1484397,822.50,918.80,-96.30
1484398,316.00,447.59,-131.59
1484399,346.00,433.21,-87.21
1484400,1461.50,1580.01,-118.51
1484401,1358.50,1609.88,-251.38
1484402,1001.00,1188.53,-187.53
1484403,2176.50,2458.14,-281.64
1484404,720.00,811.21,-91.21
1484405,1080.00,1205.85,-125.85
1484406,900.00,974.45,-74.45
1484407,1700.50,1825.71,-125.21
1484408,3864.00,4211.12,-347.12
1484409,1432.00,1560.59,-128.59
1484410,1462.50,1694.94,-232.44
1484411,363.00,393.03,-30.03
1484412,240.00,254.40,-14.40
1484413,720.00,763.20,-43.20
1484414,1296.00,1373.76,-77.76
1484415,1305.00,1383.30,-78.30
1484416,1342.00,1422.52,-80.52
1484417,1195.00,1266.70,-71.70
1484418,120.00,127.20,-7.20
1484419,2970.00,3414.84,-444.84
1484558,662.50,662.50,0.00
1484559,2025.00,2025.00,0.00
1484560,7562.50,7562.50,0.00
1484561,81.00,81.00,0.00
1484732,9843.00,0,9843.00
1484733,264.00,0,264.00
1484794,417.00,0,417.00
